traffic_id,date,time,city_zone,road_type,vehicle_count,avg_speed,weather,visibility,traffic_signal,accident_occurred,accident_severity,road_condition,day_of_week,vehicle_count_norm,avg_speed_norm,visibility_norm
323,2023-02-09,04:37:00,South,Crossroad,45.0,37.27,Clear,6,Green,0,Fatal,Poor,Thursday,0.19838809671419713,0.2858790229583814,0.5555555555555556
324,2023-08-05,22:08:00,West,Highway,96.0,63.57,Rain,2,Red,1,Major,Good,Saturday,0.4513329200247985,0.5615892651221303,0.1111111111111111
325,2023-06-03,04:24:00,South,Arterial,45.0,46.96,Clear,1,Yellow,0,Major,Poor,Saturday,0.19838809671419713,0.38746199811300974,0.0
326,2023-03-26,14:22:00,South,Arterial,86.0,41.01,Snow,8,Yellow,0,Major,Poor,Sunday,0.4017358958462492,0.3250864870531502,0.7777777777777777
327,2023-02-14,03:08:00,North,Crossroad,44.0,23.15,Fog,2,Red,0,Major,Fair,Tuesday,0.1934283942963422,0.13785512108187442,0.1111111111111111
328,2023-11-27,02:15:00,Central,Residential,101.0,40.59,Clear,4,Yellow,0,Major,Fair,Monday,0.47613143211407316,0.32068350980186605,0.3333333333333333
329,2023-09-18,06:47:00,West,Residential,50.0,39.76,Clear,7,Green,0,Major,Fair,Monday,0.2231866088034718,0.3119823880909948,0.6666666666666665
330,2023-09-13,20:38:00,North,Highway,153.0,62.85,Fog,4,Red,0,Major,Good,Wednesday,0.7340359578425294,0.5540413041199287,0.3333333333333333
331,2023-10-19,13:23:00,Central,Arterial,38.0,27.63,Snow,10,Green,1,Major,Good,Thursday,0.16367017978921264,0.18482021176223923,1.0
332,2023-04-21,01:59:00,North,Crossroad,49.0,27.65,Fog,4,Yellow,0,Major,Poor,Friday,0.21822690638561687,0.1850298773456337,0.3333333333333333
333,2023-07-25,02:40:00,Central,Arterial,35.0,32.85,Fog,1,Green,0,Major,Fair,Tuesday,0.14879107253564786,0.2395429290282,0.0
334,2023-04-15,04:34:00,East,Crossroad,44.0,55.04,Clear,7,Red,0,Major,Poor,Saturday,0.1934283942963422,0.47216689380438204,0.6666666666666665
335,2023-05-03,01:15:00,North,Crossroad,5.0,50.92,Clear,10,Red,1,Fatal,Poor,Wednesday,0.0,0.4289757836251179,1.0
336,2023-12-03,23:11:00,North,Highway,174.0,47.41,Rain,3,Yellow,0,Fatal,Good,Sunday,0.8381897086174829,0.39217947373938566,0.2222222222222222
337,2023-06-27,16:33:00,East,Arterial,43.0,29.03,Fog,3,Green,0,Fatal,Poor,Tuesday,0.18846869187848728,0.19949680259985325,0.2222222222222222
338,2023-03-02,00:21:00,West,Residential,21.0,32.22,Clear,10,Red,0,Fatal,Poor,Thursday,0.07935523868567886,0.2329384631512737,1.0
339,2023-09-12,14:32:00,East,Highway,127.0,78.02,Snow,6,Yellow,0,Fatal,Good,Tuesday,0.6050836949783013,0.7130726491246462,0.5555555555555556
340,2023-02-22,18:43:00,North,Arterial,68.0,52.72,Clear,4,Green,1,Major,Good,Wednesday,0.3124612523248605,0.4478456861306217,0.3333333333333333
341,2023-07-16,04:11:00,North,Crossroad,64.0,22.97,Rain,7,Red,0,Major,Good,Sunday,0.2926224426534408,0.13596813083132403,0.6666666666666665
342,2023-06-13,08:52:00,North,Residential,39.0,44.89,Clear,1,Yellow,0,Major,Poor,Tuesday,0.16862988220706757,0.36576161023168047,0.0
343,2023-09-22,01:25:00,North,Crossroad,25.0,37.7,Fog,1,Red,0,Major,Fair,Friday,0.09919404835709858,0.29038683300136287,0.0
344,2023-01-05,11:12:00,East,Residential,45.0,29.0,Rain,10,Red,0,Major,Fair,Thursday,0.19838809671419713,0.19918230422476152,1.0
345,2023-04-11,23:57:00,Central,Arterial,64.0,35.55,Rain,1,Green,0,Major,Fair,Tuesday,0.2926224426534408,0.26784778278645555,0.0
346,2023-06-27,20:53:00,North,Residential,42.0,51.59,Clear,5,Yellow,0,Major,Fair,Tuesday,0.18350898946063235,0.43599958066883326,0.4444444444444445
347,2023-09-29,07:26:00,West,Highway,128.0,68.93,Rain,2,Yellow,1,Minor,Fair,Friday,0.6100433973961562,0.6177796414718525,0.1111111111111111
348,2023-09-24,13:44:00,East,Crossroad,61.0,36.9,Clear,9,Yellow,0,Minor,Good,Sunday,0.277743335399876,0.28200020966558337,0.8888888888888888
349,2023-07-21,02:37:00,Central,Highway,156.0,53.99,Snow,4,Yellow,0,Minor,Good,Friday,0.7489150650960942,0.4611594506761715,0.3333333333333333
350,2023-06-11,12:44:00,East,Residential,68.0,30.52,Snow,2,Red,0,Minor,Good,Sunday,0.3124612523248605,0.21511688856274241,0.1111111111111111
351,2023-03-11,18:06:00,South,Highway,139.0,72.39,Rain,6,Red,0,Minor,Fair,Saturday,0.6646001239925604,0.6540517873990984,0.5555555555555556
352,2023-10-02,11:49:00,South,Crossroad,35.0,20.73,Fog,1,Red,1,Fatal,Fair,Monday,0.14879107253564786,0.11248558549114164,0.0
353,2023-06-05,22:44:00,Central,Highway,118.0,68.85,Rain,2,Red,0,Fatal,Good,Monday,0.5604463732176069,0.6169409791382744,0.1111111111111111
354,2023-07-02,12:32:00,North,Residential,24.0,46.04,Fog,4,Green,0,Fatal,Good,Sunday,0.09423434593924365,0.3778173812768634,0.3333333333333333
355,2023-10-12,23:35:00,South,Highway,108.0,77.57,Snow,2,Green,1,Minor,Good,Thursday,0.5108493490390577,0.7083551734982702,0.1111111111111111
356,2023-03-08,06:52:00,West,Residential,54.0,39.03,Clear,5,Yellow,0,Minor,Poor,Wednesday,0.2430254184748915,0.30432959429709616,0.4444444444444445
357,2023-02-08,00:04:00,South,Crossroad,39.0,35.19,Rain,2,Green,1,Major,Fair,Wednesday,0.16862988220706757,0.2640738022853548,0.1111111111111111
358,2023-01-26,05:59:00,Central,Crossroad,49.0,40.83,Snow,7,Red,0,Major,Good,Thursday,0.21822690638561687,0.32319949680259985,0.6666666666666665
359,2023-03-30,11:13:00,South,Residential,52.0,33.2,Fog,1,Red,0,Major,Good,Thursday,0.23310601363918165,0.24321207673760353,0.0
360,2023-11-12,07:41:00,East,Crossroad,42.0,31.54,Snow,1,Yellow,1,Major,Fair,Sunday,0.18350898946063235,0.22580983331586119,0.0
361,2023-03-12,13:12:00,Central,Arterial,56.0,22.9,Clear,6,Red,0,Major,Poor,Sunday,0.25294482331060136,0.1352343012894433,0.5555555555555556
362,2023-09-06,11:58:00,Central,Residential,23.0,37.95,Snow,1,Red,0,Major,Good,Wednesday,0.08927464352138871,0.2930076527937939,0.0
363,2023-04-23,00:57:00,East,Highway,153.0,62.53,Snow,10,Yellow,0,Major,Fair,Sunday,0.7340359578425294,0.550686654785617,1.0
364,2023-03-23,03:15:00,South,Residential,50.0,43.48,Clear,7,Green,0,Major,Poor,Thursday,0.2231866088034718,0.3509801866023692,0.6666666666666665
365,2023-03-30,05:15:00,Central,Residential,39.0,25.77,Fog,3,Yellow,0,Major,Good,Thursday,0.16862988220706757,0.16532131250655202,0.2222222222222222
366,2023-10-16,04:36:00,South,Crossroad,53.0,24.17,Fog,1,Green,1,Minor,Fair,Monday,0.23806571605703658,0.1485480658349932,0.0
367,2023-11-05,07:01:00,Central,Crossroad,58.0,22.97,Clear,4,Red,0,Minor,Poor,Sunday,0.2628642281463112,0.13596813083132403,0.3333333333333333
368,2023-06-24,22:11:00,East,Highway,170.0,84.73,Clear,3,Green,0,Minor,Poor,Saturday,0.8183508989460632,0.7834154523534962,0.2222222222222222
369,2023-09-27,11:04:00,East,Crossroad,55.0,49.83,Clear,6,Red,0,Minor,Fair,Wednesday,0.24798512089274644,0.4175490093301184,0.5555555555555556
370,2023-03-22,23:27:00,West,Residential,83.0,40.11,Rain,10,Yellow,0,Minor,Poor,Wednesday,0.3868567885926844,0.31565153580039834,1.0
371,2023-04-25,21:37:00,South,Crossroad,13.0,21.76,Fog,3,Yellow,1,Fatal,Poor,Tuesday,0.039677619342839435,0.12328336303595767,0.2222222222222222
372,2023-01-01,22:36:00,West,Highway,137.0,64.21,Rain,10,Yellow,0,Fatal,Fair,Sunday,0.6546807191568506,0.5682985637907537,1.0
373,2023-10-17,03:59:00,West,Arterial,60.0,26.19,Fog,2,Yellow,0,Fatal,Good,Tuesday,0.2727836329820211,0.16972428975783627,0.1111111111111111
374,2023-06-13,05:40:00,North,Residential,53.0,25.96,Snow,4,Green,0,Fatal,Fair,Tuesday,0.23806571605703658,0.16731313554879967,0.3333333333333333
375,2023-02-04,11:16:00,North,Highway,137.0,65.93,Clear,7,Red,0,Fatal,Fair,Saturday,0.6546807191568506,0.5863298039626796,0.6666666666666665
376,2023-07-31,15:56:00,West,Residential,31.0,21.19,Snow,10,Green,0,Fatal,Fair,Monday,0.12895226286422815,0.11730789390921482,1.0
377,2023-12-18,07:10:00,West,Highway,130.0,90.54,Clear,6,Red,0,Fatal,Good,Monday,0.6199628022318661,0.8443233043295943,0.5555555555555556
378,2023-02-23,02:21:00,South,Crossroad,31.0,53.06,Rain,9,Yellow,0,Fatal,Good,Thursday,0.12895226286422815,0.45141000104832796,0.8888888888888888
379,2023-02-17,10:38:00,Central,Crossroad,59.0,41.85,Clear,3,Red,0,Fatal,Poor,Friday,0.26782393056416615,0.3338924415557186,0.2222222222222222
380,2023-08-11,05:03:00,North,Residential,32.0,37.6,Rain,9,Green,0,Fatal,Fair,Friday,0.13391196528208307,0.2893385050843904,0.8888888888888888
381,2023-10-04,08:42:00,East,Residential,38.0,32.98,Rain,7,Green,0,Fatal,Good,Wednesday,0.16367017978921264,0.24090575532026415,0.6666666666666665
382,2023-09-09,04:03:00,East,Highway,201.0,63.23,Snow,10,Green,0,Fatal,Fair,Saturday,0.972101673899566,0.5580249502044239,1.0
383,2023-02-19,00:13:00,South,Residential,72.0,32.97,Clear,5,Red,0,Fatal,Good,Sunday,0.3323000619962802,0.24080092252856694,0.4444444444444445
384,2023-08-30,15:57:00,East,Highway,149.0,78.17,Snow,7,Green,0,Fatal,Fair,Wednesday,0.7141971481711097,0.7146451410001049,0.6666666666666665
385,2023-08-17,01:16:00,West,Crossroad,37.0,46.5,Fog,1,Green,0,Fatal,Fair,Thursday,0.1587104773713577,0.38263968969493656,0.0
386,2023-12-23,21:06:00,North,Residential,64.0,27.5,Snow,9,Yellow,1,Major,Good,Saturday,0.2926224426534408,0.18345738547017504,0.8888888888888888
387,2023-09-25,13:34:00,West,Arterial,62.0,39.78,Snow,7,Red,0,Major,Good,Monday,0.28270303781773093,0.31219205367438935,0.6666666666666665
388,2024-01-01,01:32:00,Central,Arterial,62.0,24.3,Clear,3,Red,0,Major,Good,Monday,0.28270303781773093,0.14991089212705733,0.2222222222222222
389,2023-04-09,04:02:00,West,Highway,135.0,62.02,Snow,3,Green,0,Major,Poor,Sunday,0.6447613143211407,0.5453401824090576,0.2222222222222222
390,2023-05-13,10:58:00,North,Highway,148.0,68.97,Snow,9,Yellow,0,Major,Fair,Saturday,0.7092374457532548,0.6181989726386413,0.8888888888888888
391,2023-05-22,16:29:00,North,Crossroad,53.0,26.65,Clear,3,Red,0,Major,Good,Monday,0.23806571605703658,0.1745465981759094,0.2222222222222222
392,2023-10-26,03:59:00,North,Highway,157.0,68.88,Fog,4,Yellow,0,Major,Fair,Thursday,0.7538747675139491,0.6172554775133662,0.3333333333333333
393,2023-12-02,15:36:00,Central,Crossroad,61.0,50.81,Clear,7,Green,0,Major,Fair,Saturday,0.277743335399876,0.42782262291644824,0.6666666666666665
394,2023-11-08,21:44:00,West,Highway,166.0,67.67,Snow,4,Red,1,Major,Poor,Wednesday,0.7985120892746435,0.6045707097179999,0.3333333333333333
395,2023-05-18,11:01:00,East,Residential,48.0,18.71,Fog,1,Red,0,Major,Fair,Thursday,0.21326720396776194,0.09130936156829857,0.0
396,2023-04-27,04:19:00,West,Residential,58.0,33.66,Fog,1,Yellow,0,Major,Fair,Thursday,0.2628642281463112,0.24803438515567666,0.0
397,2023-04-19,13:47:00,West,Residential,55.0,27.23,Clear,2,Yellow,0,Major,Good,Wednesday,0.24798512089274644,0.1806269000943495,0.1111111111111111
398,2023-09-17,12:08:00,Central,Highway,128.0,72.43,Rain,1,Green,0,Major,Good,Sunday,0.6100433973961562,0.6544711185658875,0.0
399,2023-08-22,01:58:00,East,Arterial,49.0,37.45,Fog,4,Red,0,Major,Fair,Tuesday,0.21822690638561687,0.2877660132089318,0.3333333333333333
400,2023-03-05,21:01:00,South,Residential,50.0,32.24,Snow,3,Yellow,0,Major,Fair,Sunday,0.2231866088034718,0.23314812873466823,0.2222222222222222
401,2023-08-31,18:35:00,East,Residential,68.0,27.87,Rain,2,Red,0,Major,Poor,Thursday,0.3124612523248605,0.18733619876297308,0.1111111111111111
402,2023-07-17,01:10:00,Central,Arterial,51.0,28.3,Rain,4,Yellow,0,Major,Good,Monday,0.22814631122132673,0.19184400880595448,0.3333333333333333
403,2023-07-29,16:01:00,North,Crossroad,41.0,29.53,Rain,10,Yellow,0,Major,Good,Saturday,0.17854928704277742,0.20473844218471537,1.0
404,2023-04-25,08:38:00,East,Residential,54.0,28.17,Snow,8,Red,0,Major,Fair,Tuesday,0.2430254184748915,0.19048118251389035,0.7777777777777777
405,2023-08-27,09:43:00,Central,Crossroad,75.0,31.05,Clear,6,Green,0,Major,Poor,Sunday,0.347179169249845,0.22067302652269633,0.5555555555555556
406,2023-11-01,19:18:00,East,Highway,146.0,60.48,Snow,5,Green,0,Major,Fair,Wednesday,0.6993180409175449,0.5291959324876822,0.4444444444444445
407,2023-05-22,08:41:00,East,Arterial,78.0,33.57,Rain,1,Yellow,0,Major,Good,Monday,0.36205827650340977,0.24709089003040152,0.0
408,2023-11-04,12:42:00,East,Arterial,70.0,25.14,Clear,5,Yellow,0,Major,Fair,Saturday,0.32238065716057035,0.15871684662962576,0.4444444444444445
409,2023-08-03,12:24:00,North,Arterial,55.0,39.12,Fog,2,Yellow,0,Major,Poor,Thursday,0.24798512089274644,0.3052730894223713,0.1111111111111111
410,2023-11-23,15:58:00,East,Residential,51.0,40.52,Rain,3,Yellow,0,Major,Poor,Thursday,0.22814631122132673,0.3199496802599854,0.2222222222222222
411,2023-08-30,04:47:00,East,Arterial,39.0,43.27,Fog,2,Yellow,0,Major,Good,Wednesday,0.16862988220706757,0.34877869797672717,0.1111111111111111
412,2023-06-07,13:50:00,East,Residential,95.0,29.1,Fog,4,Yellow,0,Major,Fair,Wednesday,0.44637321760694354,0.20023063214173392,0.3333333333333333
413,2023-08-29,01:55:00,Central,Highway,141.0,75.63,Snow,2,Green,0,Major,Poor,Tuesday,0.6745195288282703,0.6880176119090051,0.1111111111111111
414,2023-07-15,16:19:00,West,Highway,181.0,59.82,Rain,6,Green,0,Major,Good,Saturday,0.8729076255424674,0.5222769682356642,0.5555555555555556
415,2023-10-19,14:09:00,East,Arterial,41.0,37.18,Clear,3,Red,0,Major,Fair,Thursday,0.17854928704277742,0.2849355278331062,0.2222222222222222
416,2023-01-30,00:28:00,East,Arterial,23.0,24.65,Rain,8,Yellow,0,Major,Good,Monday,0.08927464352138871,0.15358003983646085,0.7777777777777777
417,2023-02-15,04:39:00,West,Crossroad,29.0,25.86,Snow,7,Red,1,Fatal,Fair,Wednesday,0.11903285802851829,0.16626480763182722,0.6666666666666665
418,2023-04-13,23:23:00,North,Residential,49.0,33.87,Rain,1,Green,0,Fatal,Poor,Thursday,0.21822690638561687,0.2502358737813188,0.0
419,2023-05-08,07:44:00,East,Residential,81.0,24.01,Rain,9,Green,0,Fatal,Fair,Monday,0.37693738375697455,0.14687074116783733,0.8888888888888888
420,2023-03-27,02:52:00,North,Residential,69.0,30.29,Fog,3,Red,0,Fatal,Poor,Monday,0.3174209547427154,0.21270573435370582,0.2222222222222222
421,2023-12-18,04:21:00,West,Residential,49.0,37.4,Rain,1,Green,0,Fatal,Fair,Monday,0.21822690638561687,0.28724184925044555,0.0
422,2023-03-09,06:46:00,North,Arterial,27.0,43.82,Clear,1,Red,0,Fatal,Poor,Thursday,0.10911345319280844,0.3545445015200755,0.0
423,2023-11-24,08:49:00,Central,Highway,153.0,84.92,Clear,1,Yellow,1,Minor,Good,Friday,0.7340359578425294,0.7854072753957438,0.0
424,2023-08-02,14:24:00,North,Residential,55.0,51.64,Snow,4,Yellow,0,Minor,Good,Wednesday,0.24798512089274644,0.43652374462731947,0.3333333333333333
425,2023-11-19,00:19:00,West,Highway,137.0,59.75,Fog,2,Yellow,0,Minor,Poor,Sunday,0.6546807191568506,0.5215431386937834,0.1111111111111111
426,2023-02-23,16:46:00,Central,Highway,137.0,59.56,Fog,4,Green,0,Minor,Good,Thursday,0.6546807191568506,0.5195513156515358,0.3333333333333333
427,2023-04-13,08:53:00,Central,Arterial,37.0,41.51,Fog,3,Yellow,0,Minor,Fair,Thursday,0.1587104773713577,0.33032812663801236,0.2222222222222222
428,2023-10-08,15:58:00,South,Crossroad,78.0,27.43,Fog,1,Green,0,Minor,Good,Sunday,0.36205827650340977,0.18272355592829437,0.0
429,2023-02-26,18:42:00,West,Arterial,33.0,44.71,Clear,2,Yellow,0,Minor,Good,Sunday,0.138871667699938,0.36387461998113013,0.1111111111111111
430,2023-11-26,07:29:00,East,Residential,38.0,37.06,Snow,3,Green,0,Minor,Good,Sunday,0.16367017978921264,0.2836775343327393,0.2222222222222222
431,2023-05-29,11:51:00,East,Crossroad,54.0,24.84,Clear,1,Green,0,Minor,Good,Monday,0.2430254184748915,0.15557186287870844,0.0
432,2023-12-06,20:10:00,East,Residential,80.0,46.37,Snow,2,Yellow,0,Minor,Fair,Wednesday,0.3719776813391196,0.38127686340287237,0.1111111111111111
433,2023-06-25,05:07:00,West,Crossroad,37.0,28.9,Snow,8,Red,0,Minor,Fair,Sunday,0.1587104773713577,0.19813397630778906,0.7777777777777777
434,2023-11-29,05:07:00,South,Highway,155.0,66.68,Rain,10,Green,0,Minor,Fair,Wednesday,0.7439553626782393,0.5941922633399728,1.0
435,2023-10-19,21:28:00,South,Crossroad,63.0,48.08,Fog,2,Yellow,0,Minor,Good,Thursday,0.28766274023558586,0.3992032707831009,0.1111111111111111
436,2023-09-07,03:56:00,West,Crossroad,46.0,32.02,Clear,6,Green,1,Fatal,Fair,Thursday,0.20334779913205206,0.2308418073173289,0.5555555555555556
437,2023-09-26,23:36:00,Central,Arterial,22.0,26.15,Fog,1,Yellow,0,Fatal,Poor,Tuesday,0.08431494110353378,0.16930495859104727,0.0
438,2023-05-08,15:22:00,West,Arterial,49.0,57.95,Clear,3,Green,0,Fatal,Poor,Monday,0.21822690638561687,0.5026732361882797,0.2222222222222222
439,2023-08-29,15:55:00,South,Highway,139.0,65.79,Snow,6,Red,0,Fatal,Good,Tuesday,0.6646001239925604,0.5848621448789182,0.5555555555555556
440,2023-01-26,16:14:00,Central,Crossroad,49.0,41.51,Snow,8,Green,0,Fatal,Good,Thursday,0.21822690638561687,0.33032812663801236,0.7777777777777777
441,2023-10-21,14:05:00,West,Crossroad,100.0,27.75,Fog,1,Green,1,Major,Fair,Saturday,0.47117172969621823,0.18607820526260616,0.0
442,2023-01-19,17:35:00,North,Highway,140.0,72.35,Fog,2,Yellow,0,Major,Poor,Thursday,0.6695598264104153,0.6536324562323094,0.1111111111111111
443,2023-08-22,10:23:00,North,Arterial,63.0,46.77,Snow,10,Red,0,Major,Poor,Tuesday,0.28766274023558586,0.38547017507076214,1.0
444,2023-12-03,11:45:00,West,Highway,161.0,76.41,Clear,1,Yellow,0,Major,Good,Sunday,0.7737135771853688,0.69619456966139,0.0
445,2023-11-21,09:35:00,Central,Residential,61.0,51.09,Clear,8,Green,0,Major,Good,Tuesday,0.277743335399876,0.43075794108397114,0.7777777777777777
446,2023-07-29,03:16:00,Central,Arterial,66.0,36.06,Rain,4,Green,0,Major,Fair,Saturday,0.30254184748915064,0.273194255163015,0.3333333333333333
447,2023-04-08,22:21:00,North,Crossroad,71.0,51.69,Clear,10,Yellow,0,Major,Poor,Saturday,0.3273403595784253,0.43704790858580567,1.0
448,2023-08-19,14:42:00,Central,Arterial,77.0,37.19,Snow,1,Green,0,Major,Poor,Saturday,0.35709857408555484,0.2850403606248034,0.0
449,2023-08-10,18:30:00,Central,Arterial,46.0,33.17,Rain,2,Yellow,0,Major,Good,Thursday,0.20334779913205206,0.2428975783625118,0.1111111111111111
450,2023-11-04,19:56:00,East,Crossroad,74.0,25.46,Snow,4,Yellow,0,Major,Poor,Saturday,0.34221946683199006,0.1620714959639375,0.3333333333333333
451,2023-06-25,09:28:00,South,Arterial,57.0,28.85,Snow,9,Yellow,0,Major,Poor,Sunday,0.2579045257284563,0.19760981234930286,0.8888888888888888
452,2023-12-26,17:55:00,East,Arterial,50.0,42.23,Rain,5,Green,0,Major,Poor,Tuesday,0.2231866088034718,0.3378760876402138,0.4444444444444445
453,2023-12-11,04:45:00,South,Residential,53.0,40.46,Clear,8,Red,0,Major,Poor,Monday,0.23806571605703658,0.31932068350980186,0.7777777777777777
454,2023-12-08,22:26:00,Central,Residential,22.0,37.97,Snow,2,Green,1,Minor,Poor,Friday,0.08431494110353378,0.2932173183771884,0.1111111111111111
455,2023-01-28,21:03:00,South,Residential,62.0,49.31,Rain,5,Red,1,Minor,Poor,Saturday,0.28270303781773093,0.41209770416186187,0.4444444444444445
456,2023-12-20,09:13:00,Central,Highway,143.0,65.75,Fog,2,Red,0,Minor,Good,Wednesday,0.6844389336639801,0.5844428137121291,0.1111111111111111
457,2023-10-15,12:15:00,Central,Residential,54.0,55.77,Clear,7,Red,0,Minor,Fair,Sunday,0.2430254184748915,0.47981968759828075,0.6666666666666665
458,2023-12-17,10:35:00,North,Highway,148.0,66.23,Fog,4,Green,0,Minor,Poor,Sunday,0.7092374457532548,0.5894747877135968,0.3333333333333333
459,2023-11-21,22:45:00,East,Arterial,62.0,33.49,Rain,3,Red,0,Minor,Fair,Tuesday,0.28270303781773093,0.2462522276968236,0.2222222222222222
460,2023-02-08,05:11:00,Central,Highway,141.0,65.55,Snow,5,Green,0,Minor,Fair,Wednesday,0.6745195288282703,0.5823461578781842,0.4444444444444445
461,2023-03-08,05:37:00,East,Highway,171.0,55.79,Fog,2,Red,1,Major,Poor,Wednesday,0.8233106013639181,0.48002935318167517,0.1111111111111111
462,2023-11-02,01:49:00,Central,Residential,52.0,26.4,Snow,6,Yellow,1,Fatal,Poor,Thursday,0.23310601363918165,0.17192577838347833,0.5555555555555556
463,2023-06-12,16:14:00,South,Highway,173.0,51.81,Rain,9,Red,0,Fatal,Poor,Monday,0.833230006199628,0.4383059020861726,0.8888888888888888
464,2023-06-28,07:56:00,South,Residential,38.0,35.02,Fog,2,Red,0,Fatal,Fair,Wednesday,0.16367017978921264,0.26229164482650175,0.1111111111111111
465,2023-11-13,16:30:00,Central,Highway,181.0,79.34,Clear,8,Yellow,0,Fatal,Fair,Monday,0.8729076255424674,0.7269105776286823,0.7777777777777777
466,2023-11-25,19:58:00,Central,Arterial,38.0,58.81,Clear,7,Yellow,0,Fatal,Fair,Saturday,0.16367017978921264,0.5116888562742427,0.6666666666666665
467,2023-02-28,12:16:00,Central,Residential,21.0,18.01,Clear,9,Yellow,0,Fatal,Fair,Tuesday,0.07935523868567886,0.08397106614949158,0.8888888888888888
468,2023-08-17,15:02:00,East,Arterial,58.0,27.98,Fog,1,Yellow,0,Fatal,Good,Thursday,0.2628642281463112,0.18848935947164275,0.0
469,2023-10-03,17:00:00,North,Arterial,29.0,37.67,Rain,2,Yellow,0,Fatal,Fair,Tuesday,0.11903285802851829,0.29007233462627113,0.1111111111111111
470,2023-12-26,23:49:00,West,Highway,154.0,59.49,Rain,6,Green,1,Minor,Fair,Tuesday,0.7389956602603843,0.5188174861096552,0.5555555555555556
471,2023-01-28,05:50:00,East,Highway,124.0,70.98,Rain,7,Red,0,Minor,Fair,Saturday,0.5902045877247365,0.6392703637697872,0.6666666666666665
472,2023-07-27,13:20:00,North,Crossroad,63.0,39.01,Clear,10,Yellow,0,Minor,Good,Thursday,0.28766274023558586,0.30411992871370164,1.0
473,2023-10-27,01:44:00,North,Residential,86.0,29.3,Clear,5,Red,0,Minor,Poor,Friday,0.4017358958462492,0.20232728797567878,0.4444444444444445
474,2023-05-25,14:24:00,West,Highway,119.0,58.46,Snow,4,Green,1,Major,Poor,Thursday,0.5654060756354619,0.5080197085648391,0.3333333333333333
475,2023-10-07,09:40:00,South,Residential,49.0,33.95,Fog,2,Green,1,Minor,Poor,Saturday,0.21822690638561687,0.2510745361148968,0.1111111111111111
476,2023-10-21,19:25:00,Central,Highway,145.0,66.82,Fog,3,Green,0,Minor,Poor,Saturday,0.69435833849969,0.5956599224237341,0.2222222222222222
477,2023-11-27,16:09:00,South,Arterial,24.0,43.55,Rain,4,Yellow,0,Minor,Fair,Monday,0.09423434593924365,0.3517140161442499,0.3333333333333333
478,2023-12-10,18:54:00,North,Crossroad,48.0,51.17,Clear,2,Red,0,Minor,Poor,Sunday,0.21326720396776194,0.431596603417549,0.1111111111111111
479,2023-04-12,23:37:00,West,Residential,56.0,35.65,Fog,2,Green,1,Fatal,Poor,Wednesday,0.25294482331060136,0.268896110703428,0.1111111111111111
480,2023-02-05,06:20:00,West,Crossroad,61.0,35.58,Fog,3,Yellow,0,Fatal,Poor,Sunday,0.277743335399876,0.26816228116154733,0.2222222222222222
481,2023-03-20,18:36:00,East,Residential,62.0,42.63,Snow,6,Green,0,Fatal,Good,Monday,0.28270303781773093,0.3420693993081036,0.5555555555555556
482,2023-04-24,22:47:00,West,Residential,53.0,37.67,Fog,3,Green,0,Fatal,Poor,Monday,0.23806571605703658,0.29007233462627113,0.2222222222222222
483,2023-08-25,14:22:00,East,Crossroad,48.0,54.4,Clear,10,Green,1,Major,Poor,Friday,0.21326720396776194,0.46545759513575846,1.0
484,2023-03-13,17:12:00,East,Highway,136.0,98.01,Clear,1,Green,0,Major,Poor,Monday,0.6497210167389956,0.9226333997274347,0.0
485,2023-10-24,12:49:00,Central,Arterial,49.0,25.69,Clear,9,Yellow,0,Major,Fair,Tuesday,0.21822690638561687,0.1644826501729741,0.8888888888888888
486,2023-10-04,15:41:00,South,Residential,52.0,26.55,Snow,5,Green,1,Fatal,Poor,Wednesday,0.23310601363918165,0.173498270258937,0.4444444444444445
487,2023-09-19,02:25:00,East,Highway,166.0,58.78,Rain,3,Yellow,0,Fatal,Poor,Tuesday,0.7985120892746435,0.5113743578991509,0.2222222222222222
488,2023-03-13,14:10:00,South,Arterial,41.0,16.88,Snow,4,Red,0,Fatal,Good,Monday,0.17854928704277742,0.07212496068770312,0.3333333333333333
489,2023-04-29,02:16:00,East,Arterial,40.0,15.76,Clear,9,Yellow,0,Fatal,Good,Saturday,0.1735895846249225,0.06038368801761192,0.8888888888888888
490,2023-07-04,12:30:00,West,Highway,118.0,87.6,Clear,2,Yellow,0,Fatal,Fair,Tuesday,0.5604463732176069,0.8135024635706049,0.1111111111111111
491,2023-09-24,20:53:00,East,Residential,65.0,35.4,Rain,7,Red,0,Fatal,Poor,Sunday,0.2975821450712957,0.26627529091099694,0.6666666666666665
492,2023-12-01,02:33:00,East,Crossroad,30.0,31.62,Rain,6,Yellow,0,Fatal,Fair,Friday,0.12399256044637322,0.22664849564943917,0.5555555555555556
493,2023-06-26,15:50:00,West,Highway,149.0,54.73,Rain,4,Red,1,Fatal,Good,Monday,0.7141971481711097,0.46891707726176746,0.3333333333333333
494,2023-05-24,06:09:00,South,Arterial,80.0,39.02,Fog,1,Yellow,0,Fatal,Poor,Wednesday,0.3719776813391196,0.3042247615053989,0.0
495,2023-08-01,10:46:00,North,Crossroad,45.0,32.22,Snow,10,Red,0,Fatal,Good,Tuesday,0.19838809671419713,0.2329384631512737,1.0
496,2023-07-30,00:15:00,North,Arterial,54.0,15.67,Rain,9,Green,1,Fatal,Poor,Sunday,0.2430254184748915,0.05944019289233672,0.8888888888888888
