traffic_id,date,time,city_zone,road_type,vehicle_count,avg_speed,weather,visibility,traffic_signal,accident_occurred,accident_severity,road_condition,day_of_week
571,2023-08-01,11:50:00,North,Residential,44,53.76,Clear,5,Yellow,0,None,Good,Tuesday
572,2023-04-21,16:06:00,North,Arterial,46,33.0,Snow,9,Green,0,None,Good,Friday
573,2023-10-19,20:11:00,Central,Crossroad,46,40.16,Clear,6,Yellow,0,None,Poor,Thursday
574,2023-12-26,21:27:00,North,Arterial,28,20.48,Rain,9,Yellow,0,None,Fair,Tuesday
575,2023-03-22,17:38:00,West,Residential,81,25.22,Fog,3,Yellow,0,None,Fair,Wednesday
576,2023-11-21,13:52:00,East,Arterial,30,14.77,Rain,5,Red,0,None,Poor,Tuesday
577,2023-08-20,14:25:00,North,Highway,137,53.42,Fog,2,Yellow,0,None,Good,Sunday
578,2023-06-04,00:19:00,South,Arterial,82,40.08,Fog,3,Green,0,None,Poor,Sunday
579,2023-09-19,17:36:00,Central,Arterial,36,62.52,Clear,6,Green,0,None,Fair,Tuesday
580,2023-05-16,11:56:00,Central,Arterial,69,29.4,Rain,2,Red,0,None,Fair,Tuesday
581,2023-10-19,06:46:00,North,Residential,5,50.33,Snow,10,Green,0,None,Fair,Thursday
582,2023-02-18,19:41:00,East,Highway,122,50.84,Snow,6,Green,0,None,Good,Saturday
583,2023-08-11,13:59:00,North,Arterial,70,64.4,Clear,7,Yellow,1,Fatal,Poor,Friday
584,2023-01-22,10:34:00,Central,Arterial,77,36.51,Fog,2,Yellow,1,Fatal,Poor,Sunday
585,2023-07-21,14:48:00,Central,Highway,161,70.83,Rain,7,Red,0,None,Fair,Friday
586,2023-06-22,02:30:00,Central,Highway,165,66.25,Snow,7,Red,0,None,Good,Thursday
587,2023-12-24,04:48:00,South,Crossroad,52,31.5,Rain,10,Red,0,None,Fair,Sunday
588,2023-11-12,23:33:00,South,Arterial,34,37.19,Clear,6,Red,0,None,Fair,Sunday
589,2023-10-22,02:07:00,West,Crossroad,16,31.21,Fog,3,Red,0,None,Good,Sunday
590,2023-12-02,00:49:00,East,Arterial,30,23.17,Fog,2,Yellow,0,None,Fair,Saturday
591,2023-04-30,06:43:00,East,Arterial,53,53.92,Clear,1,Green,0,None,Poor,Sunday
592,2023-11-14,04:55:00,East,Highway,168,51.44,Fog,3,Yellow,0,None,Good,Tuesday
593,2023-01-12,10:13:00,Central,Arterial,30,39.53,Rain,5,Yellow,0,None,Poor,Thursday
594,2023-11-15,23:09:00,North,Crossroad,30,37.75,Clear,1,Red,0,None,Good,Wednesday
595,2023-12-23,19:17:00,North,Crossroad,61,30.32,Clear,5,Green,0,None,Fair,Saturday
596,2023-12-04,11:55:00,North,Highway,152,53.33,Fog,2,Yellow,0,None,Fair,Monday
597,2023-09-18,22:06:00,East,Crossroad,37,43.2,Clear,9,Green,0,None,Good,Monday
598,2023-10-15,22:01:00,North,Arterial,18,35.52,Fog,4,Red,0,None,Fair,Sunday
599,2023-01-10,11:43:00,East,Residential,49,36.42,Fog,3,Green,0,None,Poor,Tuesday
600,2023-11-17,08:56:00,West,Highway,154,74.91,Fog,3,Green,0,None,Good,Friday
601,2023-12-03,04:05:00,West,Arterial,52,28.56,Snow,3,Green,0,None,Poor,Sunday
602,2023-06-09,19:21:00,West,Arterial,52,36.35,Rain,10,Yellow,0,None,Good,Friday
603,2023-04-14,04:19:00,Central,Arterial,50,32.32,Snow,10,Green,0,None,Poor,Friday
604,2023-06-12,02:35:00,Central,Highway,135,58.7,Rain,1,Red,0,None,Good,Monday
605,2023-07-31,13:19:00,West,Residential,21,46.0,Rain,3,Green,0,None,Good,Monday
606,2023-11-10,19:17:00,Central,Arterial,25,26.46,Rain,1,Green,0,None,Poor,Friday
607,2023-12-19,15:08:00,Central,Crossroad,35,39.16,Fog,4,Green,0,None,Fair,Tuesday
608,2023-03-25,06:14:00,North,Crossroad,44,52.48,Clear,4,Red,0,None,Fair,Saturday
609,2023-04-14,06:04:00,South,Crossroad,36,34.23,Snow,8,Yellow,0,None,Fair,Friday
610,2023-08-07,12:49:00,North,Crossroad,33,49.16,Fog,1,Red,0,None,Poor,Monday
611,2023-08-20,14:52:00,North,Arterial,26,34.48,Snow,9,Yellow,0,None,Good,Sunday
612,2023-11-19,01:12:00,East,Crossroad,62,35.31,Snow,8,Red,0,None,Fair,Sunday
613,2023-05-31,19:58:00,North,Arterial,46,30.96,Snow,2,Yellow,0,None,Fair,Wednesday
614,2023-02-27,05:49:00,Central,Arterial,50,30.82,Snow,8,Red,1,Major,Fair,Monday
615,2023-10-30,22:57:00,South,Crossroad,69,62.11,Clear,3,Red,0,None,Fair,Monday
616,2023-03-05,02:07:00,West,Residential,38,26.3,Clear,7,Yellow,0,None,Poor,Sunday
617,2023-09-19,19:10:00,West,Crossroad,48,65.8,Clear,10,Green,0,None,Fair,Tuesday
618,2023-03-18,05:55:00,South,Arterial,33,56.39,Clear,5,Red,0,None,Fair,Saturday
619,2023-08-17,09:40:00,South,Highway,183,59.57,Rain,10,Green,0,None,Good,Thursday
620,2023-01-07,14:31:00,West,Highway,161,77.03,Snow,10,Green,0,None,Good,Saturday
621,2023-08-21,13:28:00,North,Highway,142,62.37,Rain,10,Yellow,0,None,Fair,Monday
622,2023-04-17,01:11:00,South,Highway,138,55.88,Fog,1,Green,0,None,Good,Monday
623,2023-11-05,09:21:00,North,Highway,137,67.76,Clear,3,Red,0,None,Good,Sunday
624,2023-11-09,21:44:00,Central,Arterial,50,25.84,Snow,6,Yellow,0,None,Poor,Thursday
625,2023-02-17,09:20:00,East,Crossroad,54,24.44,Clear,2,Red,0,None,Poor,Friday
626,2023-03-10,03:44:00,East,Residential,56,38.67,Snow,4,Yellow,0,None,Good,Friday
627,2023-02-25,18:46:00,Central,Highway,110,66.99,Snow,10,Yellow,0,None,Poor,Saturday
628,2023-12-28,09:27:00,Central,Residential,74,22.32,Fog,3,Yellow,0,None,Poor,Thursday
629,2023-11-11,18:31:00,Central,Crossroad,83,35.35,Snow,4,Green,0,None,Poor,Saturday
630,2023-04-10,00:07:00,North,Crossroad,35,39.44,Clear,10,Yellow,0,None,Good,Monday
631,2023-07-31,01:21:00,East,Arterial,61,40.76,Clear,5,Yellow,0,None,Good,Monday
632,2023-02-04,09:19:00,Central,Residential,60,30.79,Clear,6,Green,0,None,Poor,Saturday
633,2023-10-19,19:01:00,South,Arterial,53,20.69,Fog,4,Red,0,None,Poor,Thursday
634,2023-01-19,20:08:00,West,Arterial,47,24.77,Snow,8,Yellow,0,None,Fair,Thursday
635,2023-07-31,23:03:00,Central,Residential,35,41.89,Fog,1,Yellow,0,None,Poor,Monday
636,2023-12-17,10:51:00,East,Highway,171,68.87,Rain,6,Red,0,None,Good,Sunday
637,2023-11-17,17:53:00,South,Crossroad,28,29.47,Rain,5,Yellow,0,None,Good,Friday
638,2023-06-11,22:02:00,East,Crossroad,74,41.42,Clear,6,Red,0,None,Good,Sunday
639,2023-06-04,06:33:00,East,Arterial,96,43.93,Clear,4,Red,0,None,Good,Sunday
640,2023-08-16,16:01:00,West,Arterial,53,29.53,Rain,9,Red,0,None,Fair,Wednesday
641,2023-06-17,04:49:00,North,Arterial,52,30.78,Rain,8,Yellow,0,None,Good,Saturday
642,2023-09-25,03:00:00,East,Highway,164,89.57,Clear,1,Red,0,None,Fair,Monday
643,2023-12-04,23:19:00,North,Residential,34,21.35,Rain,4,Red,0,None,Good,Monday
644,2023-09-30,10:49:00,West,Highway,113,68.06,Fog,3,Green,0,None,Good,Saturday
645,2023-11-15,17:32:00,North,Arterial,27,14.78,Fog,3,Yellow,0,None,Fair,Wednesday
646,2023-12-27,09:36:00,South,Arterial,57,64.93,Clear,6,Red,0,None,Poor,Wednesday
647,2023-01-26,04:01:00,West,Highway,149,88.38,Clear,2,Red,0,None,Good,Thursday
648,2023-04-02,22:38:00,Central,Crossroad,51,31.21,Fog,2,Red,0,None,Fair,Sunday
649,2023-12-10,17:05:00,West,Arterial,68,37.1,Clear,2,Yellow,0,None,Fair,Sunday
650,2023-12-17,20:45:00,West,Crossroad,55,34.57,Rain,10,Green,0,None,Good,Sunday
651,2023-07-06,12:11:00,East,Residential,36,39.94,Snow,2,Red,0,None,Good,Thursday
652,2023-06-29,15:29:00,South,Residential,46,25.95,Fog,2,Yellow,0,None,Poor,Thursday
653,2023-07-27,22:50:00,North,Residential,60,31.02,Clear,8,Red,0,None,Poor,Thursday
654,2023-07-31,07:39:00,South,Arterial,50,31.93,Snow,6,Red,0,None,Good,Monday
655,2023-12-22,18:27:00,West,Residential,71,35.8,Rain,2,Green,0,None,Poor,Friday
656,2023-12-31,18:53:00,West,Highway,149,70.54,Snow,2,Red,0,None,Poor,Sunday
657,2023-04-01,09:25:00,North,Highway,177,68.46,Snow,1,Red,1,Minor,Fair,Saturday
658,2023-10-25,20:51:00,North,Arterial,50,21.51,Rain,5,Red,0,None,Poor,Wednesday
659,2023-10-23,14:12:00,South,Residential,28,29.56,Fog,3,Yellow,0,None,Poor,Monday
660,2023-08-11,22:58:00,East,Highway,137,78.13,Clear,7,Yellow,0,None,Poor,Friday
661,2023-05-31,01:23:00,Central,Highway,151,85.3,Clear,6,Yellow,0,None,Poor,Wednesday
662,2023-05-25,00:15:00,West,Crossroad,48,35.89,Fog,4,Yellow,0,None,Fair,Thursday
663,2023-10-07,06:42:00,South,Crossroad,51,16.2,Rain,7,Green,0,None,Poor,Saturday
664,2023-07-04,13:09:00,East,Arterial,31,30.85,Rain,1,Green,1,Major,Good,Tuesday
665,2023-12-03,13:08:00,North,Arterial,25,36.8,Snow,10,Red,0,None,Poor,Sunday
666,2023-11-16,05:29:00,Central,Crossroad,80,41.75,Snow,4,Red,0,None,Fair,Thursday
667,2023-11-06,00:36:00,West,Arterial,45,43.93,Fog,3,Red,1,Minor,Poor,Monday
668,2023-10-18,15:45:00,East,Highway,152,61.3,Snow,3,Yellow,0,None,Good,Wednesday
669,2023-09-27,08:29:00,Central,Highway,137,76.98,Clear,2,Green,0,None,Fair,Wednesday
670,2023-10-04,18:19:00,Central,Highway,142,65.36,Fog,4,Yellow,0,None,Good,Wednesday
671,2023-08-29,18:46:00,East,Crossroad,53,32.02,Fog,2,Red,1,Fatal,Fair,Tuesday
672,2023-06-05,23:50:00,Central,Residential,58,51.91,Clear,10,Yellow,0,None,Fair,Monday
673,2023-01-27,21:18:00,Central,Highway,168,52.12,Fog,2,Red,0,None,Good,Friday
674,2023-05-23,08:08:00,Central,Residential,5,39.47,Fog,1,Red,0,None,Good,Tuesday
675,2023-10-30,23:09:00,West,Residential,22,30.2,Rain,4,Red,0,None,Poor,Monday
676,2023-09-28,01:21:00,North,Arterial,26,17.58,Rain,7,Red,0,None,Fair,Thursday
677,2023-08-14,23:40:00,South,Arterial,60,38.07,Fog,3,Green,0,None,Poor,Monday
678,2023-03-01,01:10:00,West,Crossroad,38,11.27,Snow,9,Red,0,None,Fair,Wednesday
679,2023-12-16,22:24:00,West,Residential,39,35.13,Rain,1,Yellow,0,None,Fair,Saturday
680,2023-08-18,12:43:00,East,Highway,120,81.83,Clear,6,Yellow,0,None,Poor,Friday
681,2023-08-10,19:58:00,East,Residential,49,36.63,Fog,3,Red,0,None,Good,Thursday
682,2023-07-20,14:49:00,South,Arterial,52,24.22,Fog,2,Yellow,0,None,Poor,Thursday
683,2023-01-06,21:00:00,North,Highway,173,62.73,Snow,2,Green,0,None,Poor,Friday
684,2023-06-29,07:46:00,East,Residential,49,24.53,Rain,10,Green,1,Fatal,Good,Thursday
685,2023-12-03,06:38:00,North,Highway,141,71.15,Clear,7,Yellow,0,None,Good,Sunday
686,2023-11-28,18:51:00,South,Highway,146,77.69,Rain,8,Red,0,None,Fair,Tuesday
687,2023-02-08,20:29:00,East,Crossroad,22,19.09,Fog,1,Red,0,None,Good,Wednesday
688,2023-02-01,12:24:00,East,Highway,179,62.33,Fog,4,Red,1,Minor,Good,Wednesday
689,2023-11-09,12:11:00,West,Highway,136,72.32,Rain,4,Yellow,0,None,Fair,Thursday
690,2023-02-24,14:45:00,East,Highway,137,98.26,Clear,10,Green,0,None,Good,Friday
691,2023-08-17,00:57:00,West,Arterial,63,35.12,Clear,7,Green,0,None,Poor,Thursday
692,2023-12-25,10:57:00,West,Highway,193,59.15,Snow,7,Red,0,None,Fair,Monday
693,2023-02-05,17:14:00,North,Crossroad,64,34.39,Snow,9,Green,0,None,Poor,Sunday
694,2023-07-03,10:43:00,East,Crossroad,76,55.62,Clear,2,Yellow,0,None,Poor,Monday
695,2023-06-24,02:53:00,West,Residential,50,25.97,Rain,1,Green,0,None,Poor,Saturday
696,2023-12-05,06:19:00,West,Highway,159,58.58,Fog,4,Red,0,None,Good,Tuesday
697,2023-03-13,01:12:00,North,Arterial,90,33.09,Snow,9,Red,0,None,Good,Monday
698,2023-09-13,17:53:00,West,Highway,142,81.85,Clear,6,Red,0,None,Good,Wednesday
699,2023-01-22,12:07:00,South,Crossroad,23,24.23,Rain,4,Yellow,0,None,Poor,Sunday
700,2023-01-19,23:09:00,West,Highway,174,58.74,Snow,4,Yellow,0,None,Good,Thursday
701,2023-03-08,00:11:00,North,Residential,29,45.37,Clear,3,Red,0,None,Poor,Wednesday
702,2023-02-02,03:07:00,West,Arterial,73,47.19,Clear,6,Green,0,None,Fair,Thursday
703,2023-12-14,12:20:00,North,Arterial,69,25.95,Fog,2,Green,0,None,Good,Thursday
704,2023-03-03,08:09:00,West,Arterial,21,44.01,Fog,4,Yellow,0,None,Good,Friday
705,2023-10-25,01:08:00,North,Crossroad,43,29.99,Rain,2,Green,1,Minor,Fair,Wednesday
706,2023-02-15,22:41:00,Central,Residential,76,36.45,Snow,3,Yellow,0,None,Fair,Wednesday
707,2023-11-24,08:33:00,West,Crossroad,59,49.32,Rain,1,Green,0,None,Poor,Friday
708,2023-09-13,19:05:00,East,Residential,37,39.42,Snow,4,Green,0,None,Poor,Wednesday
709,2023-09-29,03:39:00,East,Arterial,51,34.15,Snow,4,Yellow,0,None,Poor,Friday
710,2023-04-10,03:50:00,South,Crossroad,80,36.06,Snow,1,Green,1,Major,Good,Monday
711,2023-05-26,06:27:00,East,Residential,60,40.58,Snow,1,Green,0,None,Good,Friday
712,2023-04-01,05:50:00,North,Crossroad,42,31.61,Clear,8,Green,0,None,Good,Saturday
713,2023-06-16,13:12:00,East,Arterial,29,20.34,Clear,2,Red,0,None,Good,Friday
714,2023-07-31,06:24:00,South,Highway,191,55.17,Snow,1,Yellow,0,None,Fair,Monday
715,2023-03-16,06:59:00,Central,Crossroad,45,29.79,Rain,3,Red,0,None,Fair,Thursday
716,2023-04-10,20:22:00,East,Arterial,56,38.53,Fog,1,Green,0,None,Good,Monday
717,2023-02-26,14:29:00,West,Arterial,67,27.34,Fog,2,Green,0,None,Fair,Sunday
718,2023-11-23,19:57:00,South,Arterial,46,42.83,Clear,8,Red,0,None,Poor,Thursday
719,2023-04-21,18:30:00,West,Residential,45,56.07,Clear,4,Yellow,0,None,Fair,Friday
720,2023-08-11,18:14:00,Central,Arterial,59,47.35,Clear,1,Red,0,None,Good,Friday
721,2023-09-16,01:27:00,Central,Crossroad,63,41.39,Snow,8,Yellow,0,None,Good,Saturday
722,2023-02-12,17:48:00,North,Crossroad,53,21.63,Rain,5,Green,0,None,Fair,Sunday
723,2023-02-16,00:30:00,East,Arterial,57,26.79,Snow,10,Yellow,1,Major,Poor,Thursday
724,2023-08-26,04:55:00,West,Arterial,39,36.69,Fog,1,Yellow,0,None,Fair,Saturday
725,2023-02-06,12:57:00,East,Highway,174,64.17,Fog,2,Red,0,None,Fair,Monday
726,2023-02-11,19:56:00,East,Highway,156,77.62,Fog,4,Green,0,None,Good,Saturday
727,2023-11-13,01:23:00,East,Arterial,54,66.02,Clear,4,Yellow,0,None,Poor,Monday
728,2023-06-21,07:34:00,North,Crossroad,61,17.91,Rain,6,Yellow,0,None,Good,Wednesday
729,2023-05-17,16:43:00,West,Residential,65,43.81,Clear,6,Green,0,None,Fair,Wednesday
730,2023-09-14,16:53:00,North,Crossroad,75,37.39,Fog,3,Red,0,None,Poor,Thursday
731,2023-12-21,02:12:00,West,Highway,147,67.76,Clear,5,Red,0,None,Good,Thursday
732,2023-02-09,03:10:00,East,Highway,145,57.2,Rain,4,Red,0,None,Good,Thursday
733,2023-11-18,00:18:00,West,Arterial,38,36.71,Snow,8,Red,0,None,Fair,Saturday
734,2023-01-11,09:12:00,North,Highway,183,67.16,Rain,6,Yellow,0,None,Poor,Wednesday
735,2023-06-25,20:41:00,East,Crossroad,26,35.56,Snow,10,Red,0,None,Fair,Sunday
736,2023-06-06,05:50:00,East,Arterial,73,27.12,Snow,1,Red,1,Major,Fair,Tuesday
737,2023-08-22,05:39:00,South,Residential,47,32.12,Rain,3,Green,0,None,Poor,Tuesday
738,2023-03-01,01:20:00,Central,Arterial,34,37.19,Snow,3,Red,0,None,Fair,Wednesday
739,2023-12-29,01:42:00,East,Residential,47,35.36,Rain,9,Red,0,None,Fair,Friday
740,2023-10-01,09:07:00,North,Crossroad,32,28.5,Snow,6,Green,0,None,Fair,Sunday
741,2023-10-07,16:21:00,East,Crossroad,64,29.02,Fog,2,Yellow,0,None,Poor,Saturday
742,2023-08-15,10:44:00,North,Crossroad,84,36.0,Clear,9,Green,0,None,Poor,Tuesday
743,2023-01-13,12:39:00,South,Crossroad,54,39.46,Fog,1,Green,0,None,Fair,Friday
744,2023-04-10,18:33:00,South,Residential,21,17.91,Rain,9,Green,0,None,Good,Monday
745,2023-12-13,21:05:00,Central,Crossroad,19,42.1,Rain,10,Red,0,None,Fair,Wednesday
746,2023-01-29,21:23:00,West,Arterial,38,52.47,Snow,6,Red,1,Major,Fair,Sunday
747,2023-06-29,09:28:00,Central,Highway,138,65.48,Rain,7,Yellow,0,None,Fair,Thursday
748,2023-05-28,05:51:00,West,Crossroad,80,48.05,Rain,2,Yellow,1,Major,Poor,Sunday
749,2023-09-01,16:21:00,North,Crossroad,91,52.08,Clear,5,Green,0,None,Fair,Friday
750,2023-10-12,14:45:00,Central,Arterial,70,36.74,Rain,5,Green,0,None,Fair,Thursday
751,2023-01-22,09:53:00,Central,Residential,65,27.59,Snow,8,Yellow,0,None,Poor,Sunday
752,2023-01-02,04:16:00,East,Crossroad,33,39.97,Clear,5,Yellow,0,None,Poor,Monday
753,2023-09-09,22:41:00,South,Highway,146,75.47,Clear,2,Red,0,None,Fair,Saturday
754,2023-07-05,18:30:00,Central,Crossroad,63,39.64,Fog,4,Yellow,0,None,Poor,Wednesday
755,2023-03-03,11:32:00,Central,Highway,151,75.82,Fog,1,Green,1,Major,Poor,Friday
756,2023-12-21,04:22:00,South,Highway,127,62.45,Fog,3,Red,1,Major,Fair,Thursday
757,2023-09-29,20:59:00,North,Arterial,35,17.07,Rain,3,Green,0,None,Poor,Friday
758,2023-06-11,21:51:00,East,Residential,48,31.03,Fog,3,Green,0,None,Poor,Sunday
759,2023-01-07,04:33:00,East,Residential,80,37.05,Snow,3,Red,0,None,Fair,Saturday
760,2023-03-21,16:14:00,South,Highway,129,78.83,Snow,2,Red,0,None,Good,Tuesday
761,2023-01-09,15:22:00,East,Residential,74,36.66,Rain,9,Red,0,None,Poor,Monday
762,2023-06-25,05:45:00,East,Highway,145,70.41,Clear,3,Green,0,None,Good,Sunday
763,2023-06-07,04:13:00,South,Highway,142,72.71,Snow,2,Yellow,1,Major,Good,Wednesday
764,2023-08-09,01:12:00,North,Highway,187,95.43,Clear,5,Red,1,Major,Good,Wednesday
765,2023-12-08,00:48:00,North,Highway,140,55.04,Rain,3,Yellow,0,None,Good,Friday
766,2023-01-15,02:09:00,East,Residential,52,17.85,Fog,2,Green,0,None,Poor,Sunday
767,2023-02-04,03:52:00,Central,Highway,156,62.82,Rain,5,Yellow,0,None,Good,Saturday
768,2023-10-03,00:46:00,North,Arterial,40,19.24,Snow,10,Red,0,None,Poor,Tuesday
769,2023-12-11,03:11:00,East,Crossroad,60,27.74,Snow,4,Green,0,None,Poor,Monday
770,2023-06-10,03:29:00,North,Arterial,26,10.0,Snow,5,Red,0,None,Poor,Saturday
771,2023-01-21,02:20:00,West,Highway,149,78.18,Snow,10,Red,0,None,Fair,Saturday
772,2023-12-18,14:14:00,Central,Crossroad,83,28.34,Fog,1,Red,0,None,Good,Monday
773,2023-09-01,21:23:00,South,Highway,137,67.75,Snow,7,Yellow,0,None,Good,Friday
774,2023-12-04,21:05:00,North,Arterial,30,34.41,Snow,10,Red,0,None,Poor,Monday
775,2023-03-28,02:23:00,South,Residential,65,41.82,Rain,2,Yellow,0,None,Fair,Tuesday
776,2023-08-06,23:31:00,East,Residential,47,30.37,Snow,10,Red,0,None,Fair,Sunday
777,2023-09-06,16:17:00,South,Crossroad,32,31.73,Clear,8,Green,0,None,Fair,Wednesday
778,2023-11-18,04:01:00,North,Highway,145,83.67,Clear,1,Red,0,None,Poor,Saturday
779,2023-07-15,19:43:00,East,Arterial,68,25.57,Fog,1,Yellow,0,None,Poor,Saturday
780,2023-12-05,16:49:00,West,Crossroad,79,29.83,Rain,8,Red,0,None,Poor,Tuesday
781,2023-05-14,17:21:00,Central,Highway,149,72.53,Clear,7,Red,0,None,Good,Sunday
782,2023-07-12,14:29:00,North,Highway,101,71.07,Rain,5,Yellow,0,None,Poor,Wednesday
783,2023-03-26,15:27:00,South,Residential,64,29.75,Snow,10,Red,0,None,Good,Sunday
784,2023-12-04,17:43:00,Central,Crossroad,51,36.13,Snow,9,Yellow,1,Major,Good,Monday
785,2023-09-11,18:24:00,Central,Residential,18,27.77,Fog,1,Red,0,None,Good,Monday
786,2023-03-07,11:22:00,Central,Highway,165,53.97,Fog,4,Red,0,None,Good,Tuesday
787,2023-07-02,13:22:00,North,Arterial,55,21.15,Rain,5,Green,0,None,Poor,Sunday
788,2023-12-19,02:55:00,East,Highway,159,63.71,Fog,3,Green,1,Fatal,Good,Tuesday
789,2023-08-05,18:32:00,West,Residential,17,51.65,Clear,10,Yellow,1,Major,Fair,Saturday
790,2023-07-13,18:24:00,East,Highway,135,57.52,Snow,4,Green,0,None,Poor,Thursday
791,2023-09-15,21:21:00,South,Residential,54,41.19,Fog,4,Red,0,None,Good,Friday
792,2023-02-08,17:13:00,East,Residential,29,40.62,Clear,7,Red,0,None,Poor,Wednesday
793,2023-11-16,23:05:00,Central,Highway,158,69.54,Fog,4,Red,0,None,Good,Thursday
794,2023-06-27,02:41:00,East,Residential,53,29.06,Snow,6,Yellow,0,None,Poor,Tuesday
795,2023-07-25,08:39:00,Central,Crossroad,33,32.69,Rain,9,Green,0,None,Poor,Tuesday
796,2023-10-23,15:13:00,West,Residential,28,10.0,Snow,1,Yellow,0,None,Poor,Monday
797,2023-07-06,14:09:00,South,Arterial,58,39.23,Fog,3,Red,0,None,Fair,Thursday
798,2023-02-02,20:13:00,West,Residential,5,23.92,Fog,3,Yellow,0,None,Good,Thursday
799,2023-05-01,12:15:00,North,Arterial,62,48.46,Rain,5,Green,0,None,Good,Monday
800,2023-10-14,13:27:00,North,Arterial,50,26.18,Rain,1,Red,0,None,Good,Saturday
801,2023-05-23,21:35:00,South,Highway,146,75.0,Snow,2,Green,0,None,Good,Tuesday
802,2023-06-02,02:57:00,West,Residential,37,32.01,Clear,3,Red,0,None,Poor,Friday
803,2023-10-20,23:32:00,North,Residential,40,24.37,Snow,10,Green,0,None,Good,Friday
804,2023-06-10,10:53:00,Central,Crossroad,52,45.0,Rain,3,Red,0,None,Good,Saturday
805,2023-04-20,08:28:00,West,Residential,56,37.48,Clear,6,Red,0,None,Poor,Thursday
806,2023-02-27,10:34:00,West,Crossroad,44,19.49,Rain,6,Red,0,None,Good,Monday
807,2023-07-08,09:01:00,Central,Highway,167,79.22,Clear,4,Yellow,0,None,Poor,Saturday
808,2023-07-16,09:40:00,East,Highway,146,89.54,Rain,1,Red,0,None,Fair,Sunday
809,2023-07-21,08:19:00,North,Arterial,55,25.99,Fog,4,Green,0,None,Good,Friday
810,2023-11-26,13:50:00,North,Residential,41,51.48,Clear,7,Red,0,None,Fair,Sunday
811,2023-06-20,22:27:00,North,Arterial,52,20.49,Fog,3,Yellow,0,None,Good,Tuesday
812,2023-10-08,23:20:00,West,Highway,168,73.32,Clear,3,Yellow,0,None,Poor,Sunday
813,2023-11-25,04:00:00,West,Arterial,87,40.64,Fog,1,Red,1,Minor,Poor,Saturday
814,2023-09-22,22:49:00,South,Crossroad,41,42.25,Fog,2,Red,0,None,Fair,Friday
815,2023-12-18,18:52:00,East,Residential,51,38.82,Rain,6,Green,0,None,Fair,Monday
816,2023-07-13,18:14:00,North,Highway,159,57.23,Rain,4,Green,0,None,Fair,Thursday
817,2023-03-28,01:25:00,Central,Crossroad,37,40.24,Fog,3,Green,0,None,Good,Tuesday
818,2023-10-18,03:00:00,Central,Crossroad,43,28.77,Snow,2,Yellow,0,None,Fair,Wednesday
819,2023-04-15,06:55:00,East,Residential,30,35.39,Snow,7,Red,0,None,Good,Saturday
820,2023-11-04,06:52:00,East,Arterial,91,23.46,Snow,3,Green,1,Major,Fair,Saturday
821,2023-05-01,19:28:00,South,Residential,50,43.3,Snow,8,Green,0,None,Good,Monday
822,2023-06-15,22:25:00,South,Crossroad,48,35.62,Snow,5,Yellow,1,Fatal,Poor,Thursday
823,2023-01-31,01:21:00,South,Crossroad,28,35.43,Fog,1,Yellow,1,Fatal,Poor,Tuesday
824,2023-11-14,12:19:00,West,Residential,46,39.89,Rain,10,Yellow,0,None,Good,Tuesday
825,2023-03-28,16:31:00,East,Crossroad,73,52.72,Rain,9,Green,0,None,Fair,Tuesday
826,2023-05-14,03:20:00,North,Arterial,61,34.61,Snow,6,Red,0,None,Poor,Sunday
827,2023-05-25,08:39:00,East,Residential,53,29.17,Snow,8,Green,0,None,Fair,Thursday
828,2023-03-19,17:54:00,West,Highway,156,61.64,Rain,4,Green,0,None,Good,Sunday
829,2023-08-29,08:10:00,West,Crossroad,53,53.18,Clear,8,Red,0,None,Good,Tuesday
830,2023-12-30,17:31:00,West,Crossroad,29,51.4,Clear,2,Yellow,0,None,Good,Saturday
831,2023-04-15,09:11:00,South,Residential,76,31.06,Rain,9,Yellow,0,None,Good,Saturday
832,2023-04-03,13:58:00,North,Arterial,7,27.14,Snow,6,Yellow,1,Fatal,Good,Monday
833,2023-12-15,03:25:00,East,Highway,175,63.82,Fog,1,Green,0,None,Good,Friday
834,2023-12-29,21:30:00,West,Residential,30,34.95,Clear,10,Red,0,None,Good,Friday
835,2023-06-16,23:46:00,Central,Arterial,66,36.37,Rain,5,Green,0,None,Poor,Friday
836,2023-01-29,23:04:00,Central,Crossroad,45,36.33,Clear,3,Red,0,None,Fair,Sunday
837,2023-07-24,02:01:00,South,Arterial,42,24.62,Snow,3,Red,0,None,Fair,Monday
838,2023-09-09,13:47:00,East,Arterial,82,29.42,Fog,3,Yellow,0,None,Good,Saturday
839,2023-09-08,14:56:00,West,Crossroad,74,44.17,Fog,4,Yellow,1,Major,Poor,Friday
840,2023-07-08,19:11:00,West,Crossroad,69,35.68,Clear,6,Green,0,None,Poor,Saturday
841,2023-12-13,07:41:00,South,Crossroad,58,39.76,Clear,7,Red,0,None,Fair,Wednesday
842,2023-09-02,09:09:00,South,Residential,31,34.59,Rain,5,Yellow,0,None,Fair,Saturday
843,2023-10-10,02:58:00,North,Highway,126,73.5,Snow,8,Red,0,None,Good,Tuesday
844,2023-10-19,08:22:00,East,Highway,140,82.01,Clear,8,Green,0,None,Poor,Thursday
845,2023-04-04,12:02:00,North,Crossroad,55,29.93,Fog,4,Red,0,None,Poor,Tuesday
846,2023-08-19,19:51:00,East,Residential,61,28.2,Rain,2,Green,0,None,Good,Saturday
